@attribute Time string
@attribute CameraID string
@attribute PlateText string
@attribute VehicleID string


@data
"2024-12-31 22:14:22", "56", "B;D3m*gQ", '0'
"2024-12-31 22:14:45", "149", "B;DngQws", '45'
"2024-12-31 22:15:06", "58", "B;DKm4ss", '70'
"2024-12-31 22:15:21", "15", "B;D%gg%m", '29'
"2024-12-31 22:15:24", "45", "D%:ss", '25'
"2024-12-31 22:15:24", "33", "B;]s7mmQ", '6'
"2024-12-31 22:15:28", "15", "B;D%OO*", '65'
"2024-12-31 22:15:31", "15", "B;Dc%OO*", '65'
"2024-12-31 22:15:33", "31", "B;D4%4mQ", '108'
"2024-12-31 22:15:48", "114", "B;D]gwgQ", '49'
"2024-12-31 22:15:58", "101", "B;7Q;#g", '148'
"2024-12-31 22:16:04", "8", "B;D%Q4QO", '90'
"2024-12-31 22:16:20", "58", "B;DKm4ss", '70'
"2024-12-31 22:16:23", "114", "B;D]gwgQ", '49'
"2024-12-31 22:16:24", "88", "B;Dws*OO", '114'
"2024-12-31 22:16:29", "62", "B;]s7mmQ", '6'
"2024-12-31 22:16:33", "58", "B;7Q;#g", '148'
"2024-12-31 22:17:04", "149", "B;D>%*m4", '72'
"2024-12-31 22:17:09", "96", "B;D>g*OO", '89'
"2024-12-31 22:17:21", "15", "B;Dzgg7%", '43'
"2024-12-31 22:17:23", "58", "B;D%gg%mD", '29'
"2024-12-31 22:17:33", "138", "B;D7ws47", '107'
"2024-12-31 22:17:34", "88", "B;Dws*OO", '114'
"2024-12-31 22:17:44", "58", "B;7QQ*", '148'
"2024-12-31 22:18:05", "34", "B;Q#;w4", '110'
"2024-12-31 22:18:39", "29", "B;r*%QOs", '163'
"2024-12-31 22:18:41", "39", "B;DI7%Os", '86'
"2024-12-31 22:18:43", "104", "B;Dzgg7%", '43'
"2024-12-31 22:18:46", "29", "B;D7ws47", '107'
"2024-12-31 22:18:54", "147", "B;D>%*m4", '72'
"2024-12-31 22:19:21", "71", "B;DI%Om%", '129'
"2024-12-31 22:19:26", "91", "B;D@gO*%", '113'
"2024-12-31 22:19:38", "94", "B;Q#;w4", '110'
"2024-12-31 22:19:41", "71", "B;DI%Om%", '129'
"2024-12-31 22:19:46", "1", "B;]s7mmQ", '6'
"2024-12-31 22:19:56", "94", "B;DcQ7mQ", '35'
"2024-12-31 22:20:05", "75", "B;DngQws", '45'
"2024-12-31 22:20:11", "53", "B;*%@7%", '109'
"2024-12-31 22:20:29", "47", "B;D%Q4QO", '90'
"2024-12-31 22:20:30", "75", "B;D7gQws", '45'
"2024-12-31 22:20:42", "1", "B;D%Q4QO", '90'
"2024-12-31 22:20:56", "56", "B;D]gwgQ", '49'
"2024-12-31 22:21:19", "53", "B;DKD4ss", '70'
"2024-12-31 22:21:19", "56", "B;D]gwgQ", '49'
"2024-12-31 22:21:29", "150", "B;DngQws", '45'
"2024-12-31 22:21:32", "150", "B;DngQws", '45'
"2024-12-31 22:21:34", "150", "B;DngQws", '45'
"2024-12-31 22:21:39", "112", "B;D%Q4QO", '90'
"2024-12-31 22:21:43", "130", "B;]s7mmQ", '6'
"2024-12-31 22:21:47", "96", "B;D3m*gQ", '0'
"2024-12-31 22:21:52", "139", "B;D>g*OO", '89'
"2024-12-31 22:22:11", "53", "B;7Q;#g", '148'
"2024-12-31 22:22:12", "77", "B;DngQws", '45'
"2024-12-31 22:22:14", "104", "B;Dzgg7%", '43'
"2024-12-31 22:22:15", "37", "B;D7ws47", '107'
"2024-12-31 22:22:16", "135", "B;Q#;w4", '110'
"2024-12-31 22:22:23", "66", "B;]*O*OQ", '74'
"2024-12-31 22:22:25", "4", "", '100'
"2024-12-31 22:22:26", "135", "B;DcQ7mQ", '35'
"2024-12-31 22:22:28", "44", "B;7QQg#", '148'
"2024-12-31 22:22:40", "34", "B;D3m*gQ", '0'
"2024-12-31 22:22:41", "44", "B;7QQg#", '148'
"2024-12-31 22:22:48", "135", "hDO#QOg", '110'
"2024-12-31 22:23:00", "20", "B;D*%O%4s", '100'
"2024-12-31 22:23:12", "99", "B;D4O44m", '78'
"2024-12-31 22:23:12", "64", "B;D@gO*%", '113'
"2024-12-31 22:23:15", "141", "B;r**4O7", '117'
"2024-12-31 22:23:19", "91", "B;%>Kss", '25'
"2024-12-31 22:23:22", "99", "B;m4O44m", '78'
"2024-12-31 22:23:22", "37", "B;Dzgg7%", '43'
"2024-12-31 22:23:32", "46", "B;Q#;w4", '110'
"2024-12-31 22:23:40", "47", "B;*%@7%", '109'
"2024-12-31 22:23:51", "15", "B;mggss", '70'
"2024-12-31 22:23:55", "46", "B;Q#;w4", '110'
"2024-12-31 22:23:57", "15", "B;DKm4ss", '70'
"2024-12-31 22:24:02", "68", "B;D4O44m", '78'
"2024-12-31 22:24:02", "58", "B;D7ws47", '107'
"2024-12-31 22:24:07", "91", "B;%>Kss", '25'
"2024-12-31 22:24:18", "96", "B;D3m*gQ", '0'
"2024-12-31 22:24:32", "131", "B;D@gO*%", '113'
"2024-12-31 22:24:33", "58", "B;D7ws47", '107'
"2024-12-31 22:24:36", "1", ";*37*", '109'
"2024-12-31 22:24:47", "64", "B;D4%4mQ", '108'
"2024-12-31 22:24:49", "19", "B;DrmQgQ", '167'
"2024-12-31 22:24:54", "58", "B;7Q;#g", '148'
"2024-12-31 22:25:02", "131", "B;D@gO*%", '113'
"2024-12-31 22:25:09", "46", "B;Q#;w4", '110'
"2024-12-31 22:25:15", "60", "B;D3m*gQ", '0'
"2024-12-31 22:25:16", "64", "B;Dm4%4mQ", '108'
"2024-12-31 22:25:25", "95", "B;DI7%Os", '86'
"2024-12-31 22:25:58", "43", "B;Dws*OO", '114'
"2024-12-31 22:26:08", "38", "B;]s7mmQ", '6'
"2024-12-31 22:26:10", "147", "B;D3O%4s", '100'
"2024-12-31 22:26:25", "110", "B;D3m*gQ", '0'
"2024-12-31 22:26:47", "17", "B;D]gwgQ", '49'
"2024-12-31 22:26:47", "91", "B;%>Kss", '25'
"2024-12-31 22:26:51", "67", "B;D3m*gQ", '0'
"2024-12-31 22:27:10", "114", "B;Dzgg7%", '43'
"2024-12-31 22:27:13", "114", "B;Dzgg7%", '43'
"2024-12-31 22:27:20", "103", "B;D3m*gQ", '0'
"2024-12-31 22:27:20", "154", "B;D3O%4s", '100'
"2024-12-31 22:27:33", "66", "B;Dxw77%", '36'
"2024-12-31 22:27:35", "95", "B;DI7%Os", '86'
"2024-12-31 22:27:36", "66", "B;D3w77%", '36'
"2024-12-31 22:27:36", "95", "B;DI7%Os", '86'
"2024-12-31 22:27:41", "58", "B;7Q;#g", '148'
"2024-12-31 22:27:43", "149", "B;D3O%4s", '100'
"2024-12-31 22:27:53", "152", "B;DI%Om%", '129'
"2024-12-31 22:27:58", "32", "B;]s7mmQ", '6'
"2024-12-31 22:28:02", "30", "B;DEOs74", '101'
"2024-12-31 22:28:04", "74", "B;DI%Om%", '129'
"2024-12-31 22:28:06", "88", "B;Q#;w4", '110'
"2024-12-31 22:28:12", "37", "B;*%@7%", '109'
"2024-12-31 22:28:21", "88", "B;Q#;w4", '110'
"2024-12-31 22:28:21", "9", "B;D`7QQ4", '135'
"2024-12-31 22:28:25", "9", "B;]77ww4", '151'
"2024-12-31 22:28:26", "101", "B;]s7mmQ", '6'
"2024-12-31 22:28:33", "151", "B;]77ww4", '151'
"2024-12-31 22:28:35", "58", "B;7Q;#g", '148'
"2024-12-31 22:28:35", "44", "B;Dxw77%", '36'
"2024-12-31 22:28:53", "104", "B;7Q;#g", '148'
"2024-12-31 22:29:00", "131", "B;%>Kss", '25'
"2024-12-31 22:29:07", "56", "U;r**4O7", '117'
"2024-12-31 22:29:17", "104", "B;D4O44m", '78'
"2024-12-31 22:29:42", "114", "B;DrQQs4", '23'
"2024-12-31 22:29:44", "101", "B;DI7%Os", '86'
"2024-12-31 22:29:53", "15", "B;D%OO*", '65'
"2024-12-31 22:29:54", "12", "B;DcQ7mQ", '35'
"2024-12-31 22:30:10", "138", "B;DLQ47O", '160'
"2024-12-31 22:30:22", "52", "B;DEOs74", '101'
"2024-12-31 22:30:22", "101", "B;DI7%Os", '86'
"2024-12-31 22:30:24", "101", "B;Dw*4m7", '44'
"2024-12-31 22:30:27", "44", "B;D]gwgQ", '49'
"2024-12-31 22:30:30", "56", "B;Dzgg7%", '43'
"2024-12-31 22:30:41", "95", "B;DKm4ss", '70'
"2024-12-31 22:30:42", "79", "B;D3O%4s", '100'
"2024-12-31 22:30:56", "17", "B;Dx7%", '36'
"2024-12-31 22:30:59", "104", "mQ*%@7%", '109'
"2024-12-31 22:31:10", "111", "B;Q#;w4", '110'
"2024-12-31 22:31:38", "106", "B;Dws*OO", '114'
"2024-12-31 22:31:42", "131", "B;%>Kss", '25'
"2024-12-31 22:31:58", "106", "B;Dws*OO", '114'
"2024-12-31 22:32:02", "95", "B;]s7mmQ", '6'
"2024-12-31 22:32:04", "117", "B;D74%4s", '68'
"2024-12-31 22:32:13", "40", "B;D7ws47", '107'
"2024-12-31 22:32:20", "19", "B;Dgg7O", '43'
"2024-12-31 22:32:28", "129", "B;D>g*OO", '89'
"2024-12-31 22:32:34", "34", "B;Q#;w4", '110'
"2024-12-31 22:32:43", "53", "B;D]4QQ%", '93'
"2024-12-31 22:32:59", "114", "B;DgmQgQ", '167'
"2024-12-31 22:33:45", "40", "B;DrQQs4", '23'
"2024-12-31 22:33:45", "17", "B;r**4O7", '117'
"2024-12-31 22:33:49", "20", "B;DI%Om%", '129'
"2024-12-31 22:34:02", "39", "B;]OQOsO", '62'
"2024-12-31 22:34:08", "20", "B;DI%Om%", '129'
"2024-12-31 22:34:21", "56", "B;Dxw77%", '36'
"2024-12-31 22:34:24", "93", "B;]OQOsO", '62'
"2024-12-31 22:34:24", "39", "B;Dw*4m7", '44'
"2024-12-31 22:34:30", "54", "B;D#7s%%", '47'
"2024-12-31 22:34:34", "54", "B;D#7s%%", '47'
"2024-12-31 22:34:38", "44", "B;r**4O7", '117'
"2024-12-31 22:35:01", "58", "B;D4O44m", '78'
"2024-12-31 22:35:06", "1", "B;Q#;w4", '110'
"2024-12-31 22:35:16", "40", "B;D7ws47", '107'
"2024-12-31 22:35:24", "76", "B;D>g*OO", '89'
"2024-12-31 22:35:27", "76", "B;D>g*OO", '89'
"2024-12-31 22:35:36", "15", "B;D4O44O", '78'
"2024-12-31 22:35:39", "15", "B;D4O44m", '78'
"2024-12-31 22:35:40", "15", "B;D4O44m", '78'
"2024-12-31 22:35:45", "58", "B;]s7gOs", '5'
"2024-12-31 22:35:47", "141", "B;D4%4mQ", '108'
"2024-12-31 22:36:10", "58", "B;Is7gOs", '5'
"2024-12-31 22:36:12", "75", "B;D>g*OO", '89'
"2024-12-31 22:36:15", "144", "B;;sz%s", '147'
"2024-12-31 22:36:18", "75", "B;D>g*OO", '89'
"2024-12-31 22:36:19", "15", "B;D7ws47", '107'
"2024-12-31 22:36:26", "149", "B;DGOm%", '129'
"2024-12-31 22:36:34", "141", "B;D4%4mg", '108'
"2024-12-31 22:36:44", "15", "B;*%@7%", '109'
"2024-12-31 22:36:45", "37", "B;DrmQgQ", '167'
"2024-12-31 22:36:48", "95", "B;]s7mmQ", '6'
"2024-12-31 22:36:51", "119", "B;m**4O7", '117'
"2024-12-31 22:36:52", "119", "B;r**gO7", '117'
"2024-12-31 22:36:56", "66", "B;7QQg#", '148'
"2024-12-31 22:36:59", "112", "B;Q#;w4", '110'
"2024-12-31 22:37:09", "66", "B;D]Qg%Q", '167'
"2024-12-31 22:37:17", "15", "M;D7ws47", '107'
"2024-12-31 22:37:26", "77", "B;D7*m*Q", '149'
"2024-12-31 22:37:26", "111", "B;DcQ7mQ", '35'
"2024-12-31 22:37:38", "103", "B;D4%gmQ", '108'
"2024-12-31 22:37:43", "44", "B;D]gwgQ", '49'
"2024-12-31 22:37:54", "15", "B;DrmQgQ", '167'
"2024-12-31 22:37:54", "56", "B;D74%gs", '68'
"2024-12-31 22:38:04", "91", "B;Dws*OO", '114'
"2024-12-31 22:38:15", "103", "BKD4%4mQ", '108'
"2024-12-31 22:38:16", "138", "B;]*O*OQ", '74'
"2024-12-31 22:38:31", "66", "B;D#7%Os", '86'
"2024-12-31 22:38:34", "53", "B;D%s%7s", '68'
"2024-12-31 22:38:41", "77", "Q;D>g*OO", '89'
"2024-12-31 22:38:50", "147", "B;D%s4Qm", '68'
"2024-12-31 22:38:51", "104", "B;7Q;#g", '148'
"2024-12-31 22:39:00", "66", "B;D%gg%m", '29'
"2024-12-31 22:39:02", "150", "B;D7*m*Q", '149'
"2024-12-31 22:39:03", "91", "B;Dws*OO", '114'
"2024-12-31 22:39:06", "150", "B;D>g*OO", '89'
"2024-12-31 22:39:06", "110", "B;D4%4mQ", '108'
"2024-12-31 22:39:08", "147", "B;D%s4Qm", '68'
"2024-12-31 22:39:09", "66", "B;D%gg%m", '29'
"2024-12-31 22:39:16", "15", "B;D]4QQ%", '93'
"2024-12-31 22:39:22", "57", "B;D4O44m", '78'
"2024-12-31 22:39:29", "67", "B;D4%4mQ", '108'
"2024-12-31 22:39:31", "112", "B;DcQ7mQ", '35'
"2024-12-31 22:39:31", "21", "B;Dxw77%", '36'
"2024-12-31 22:39:41", "53", "B;DrmQgQ", '167'
"2024-12-31 22:39:42", "44", "B;D%gg%m", '29'
"2024-12-31 22:39:46", "150", "B;D7*m*Q", '149'
"2024-12-31 22:39:46", "150", "B;D7*m*Q", '149'
"2024-12-31 22:39:54", "15", "B;D%s%7s", '68'
"2024-12-31 22:39:56", "99", "B;DLQ47O", '160'
"2024-12-31 22:40:01", "104", "B;]OQOsO", '62'
"2024-12-31 22:40:02", "79", "B;D%s4Qm", '68'
"2024-12-31 22:40:07", "99", "B;DLQ47O", '160'
"2024-12-31 22:40:17", "77", "B;D>%*m4", '72'
"2024-12-31 22:40:19", "75", "B;D7*m*Q", '149'
"2024-12-31 22:40:26", "1", "B;DcQ7mQ", '35'
"2024-12-31 22:40:27", "54", "B;DOm%mg", '124'
"2024-12-31 22:40:34", "66", "B;D]gwgQ", '49'
"2024-12-31 22:40:44", "99", "B;DKm4ss", '70'
"2024-12-31 22:40:50", "33", "B;D4O44m", '78'
"2024-12-31 22:40:51", "97", "B;Dxw77%", '36'
"2024-12-31 22:41:04", "61", "B;*%@7%", '109'
"2024-12-31 22:41:04", "75", "B;D7*m*Q", '149'
"2024-12-31 22:41:11", "75", "B;D7*m*Q", '149'
"2024-12-31 22:41:17", "19", "B;Dzgg7%", '43'
"2024-12-31 22:41:28", "54", "B;D]m%m4", '124'
"2024-12-31 22:41:32", "58", "B;D%s%7s", '68'
"2024-12-31 22:41:36", "58", "B;7Q;#g", '148'
"2024-12-31 22:41:41", "58", "B;D7ws47", '107'
"2024-12-31 22:41:55", "150", "B;D>%*m4", '72'
"2024-12-31 22:42:06", "53", "B;DLm77Q", '79'
"2024-12-31 22:42:09", "15", "B;D%s%7s", '68'
"2024-12-31 22:42:10", "15", "B;D%s%7s", '68'
"2024-12-31 22:42:13", "149", "B;DngQws", '45'
"2024-12-31 22:42:19", "101", "B;7Q;#g", '148'
"2024-12-31 22:42:28", "64", "B;Dws*OO", '114'
"2024-12-31 22:42:32", "17", "B;D]Qg%Q", '167'
"2024-12-31 22:42:32", "15", "B;]s7gOs", '5'
"2024-12-31 22:42:39", "37", "B;]OQOsO", '62'
"2024-12-31 22:42:43", "37", "B;DrQQs4", '23'
"2024-12-31 22:42:44", "32", "B;7Q;#g", '148'
"2024-12-31 22:42:44", "144", "B;;sz%s", '147'
"2024-12-31 22:42:46", "150", "B;D>%*m4", '72'
"2024-12-31 22:42:46", "150", "B;D>%*m4", '72'
"2024-12-31 22:42:52", "141", "B;Dxw77%", '36'
"2024-12-31 22:42:54", "66", "B;E]gw", '49'
"2024-12-31 22:42:55", "99", "B;DLQ47O", '160'
"2024-12-31 22:42:58", "71", "B;D%s4Qm", '68'
"2024-12-31 22:42:59", "150", "B;D>%*m4", '72'
"2024-12-31 22:43:01", "66", "B;D]gwgQ", '49'
"2024-12-31 22:43:08", "77", "B;D3O%4s", '100'
"2024-12-31 22:43:10", "38", "a;7Q;#g", '148'
"2024-12-31 22:43:11", "64", "B;Dws*OO", '114'
"2024-12-31 22:43:11", "16", "B;D3O%4s", '100'
"2024-12-31 22:43:13", "38", "B;7Q;#g", '148'
"2024-12-31 22:43:30", "9", "B;;sz%s", '147'
"2024-12-31 22:43:31", "61", "B;Dc%OO*", '65'
"2024-12-31 22:43:36", "20", "B;D%s4Qm", '68'
"2024-12-31 22:43:46", "19", "B;r*%QOs", '163'
"2024-12-31 22:43:56", "75", "B;D>%*m4", '72'
"2024-12-31 22:44:00", "75", "B;D>%*m4", '72'
"2024-12-31 22:44:00", "99", "B;DLQ47O", '160'
"2024-12-31 22:44:02", "75", "B;D>%*m4", '72'
"2024-12-31 22:44:03", "75", "B;D>%*m4", '72'
"2024-12-31 22:44:08", "99", "B;]gwmgg", '73'
"2024-12-31 22:44:08", "19", "B;Dxw77%", '36'
"2024-12-31 22:44:10", "135", "B;r**4O7", '117'
"2024-12-31 22:44:15", "76", "B;D>%*m4", '72'
"2024-12-31 22:44:18", "58", "B;]s7gOs", '5'
"2024-12-31 22:44:23", "16", "B;D3O%4s", '100'
"2024-12-31 22:44:33", "149", "B;D>%*m4", '72'
"2024-12-31 22:44:37", "149", "B;D>%*m4", '72'
"2024-12-31 22:44:38", "130", "B;DcQ7mQ", '35'
"2024-12-31 22:44:39", "149", "B;Dm%*m4", '72'
"2024-12-31 22:44:41", "75", "B;D7*m*Q", '149'
"2024-12-31 22:44:44", "15", "B;D]4QQ%", '93'
"2024-12-31 22:44:54", "103", "BDm:m*Qm", '27'
"2024-12-31 22:44:59", "99", "B;]gwmgg", '73'
"2024-12-31 22:45:03", "31", "B;DOs4sm", '112'
"2024-12-31 22:45:03", "76", "B;D>%*m4", '72'
"2024-12-31 22:45:04", "137", "B;7Q;#g", '148'
"2024-12-31 22:45:05", "68", "B;]gwmgg", '73'
"2024-12-31 22:45:05", "76", "B;D>%*m4", '72'
"2024-12-31 22:45:06", "56", "B;Dzgg7%", '43'
"2024-12-31 22:45:09", "141", "B;r*%QOs", '163'
"2024-12-31 22:45:12", "30", "B;DEsgQs", '41'
"2024-12-31 22:45:24", "99", "B;DLQ47O", '160'
"2024-12-31 22:45:25", "70", "B;D3O%4s", '100'
"2024-12-31 22:45:28", "40", "a;D%s%7s", '68'
"2024-12-31 22:45:32", "141", "B;r*%QOs", '163'
"2024-12-31 22:45:34", "40", "B;DrQQs4", '23'
"2024-12-31 22:46:02", "39", "B;7Q;#g", '148'
"2024-12-31 22:46:04", "52", "B;DEsgQs", '41'
"2024-12-31 22:46:05", "11", "B;Dn:Qws", '45'
"2024-12-31 22:46:08", "66", "B;sx*7G", '142'
"2024-12-31 22:46:08", "66", "B;sx*7G", '142'
"2024-12-31 22:46:09", "138", "B;D%gg%m", '29'
"2024-12-31 22:46:12", "53", "B;DO7s%%", '47'
"2024-12-31 22:46:20", "44", "B;D]Qg%Q", '167'
"2024-12-31 22:46:22", "31", "B;DOs4sm", '112'
"2024-12-31 22:46:27", "114", "B;]OQOsO", '62'
"2024-12-31 22:46:37", "93", "B;7Q;#g", '148'
"2024-12-31 22:46:45", "76", "B;D7*m*Q", '149'
"2024-12-31 22:46:46", "76", "B;D7*m*Q", '149'
"2024-12-31 22:46:54", "71", "B;D3O%4s", '100'
"2024-12-31 22:46:57", "68", "B;DLQ47O", '160'
"2024-12-31 22:47:05", "20", "B;D3O%4s", '100'
"2024-12-31 22:47:14", "76", "B;D7*m*Q", '149'
"2024-12-31 22:47:14", "76", "B;D7*m*Q", '149'
"2024-12-31 22:47:17", "76", "B;D*mm", '149'
"2024-12-31 22:47:22", "97", "B;Dxw77%", '36'
"2024-12-31 22:47:23", "33", "B;D%s%7s", '68'
"2024-12-31 22:47:27", "11", "B;DngQws", '45'
"2024-12-31 22:47:31", "52", "B;DDQOm4", '22'
"2024-12-31 22:47:36", "95", "B;DKm4ss", '70'
"2024-12-31 22:47:36", "56", "B;7QQg#", '148'
"2024-12-31 22:47:37", "101", "B;DcQ7mQ", '35'
"2024-12-31 22:47:39", "15", "B;D#7s%%", '47'
"2024-12-31 22:47:42", "58", "B;DrmQgQ", '167'
"2024-12-31 22:47:50", "47", "B;D]4QQ%", '93'
"2024-12-31 22:47:54", "151", "B;DOs4sm", '112'
"2024-12-31 22:47:58", "21", "B;Dxw77%", '36'
"2024-12-31 22:48:05", "67", "B;r*%QOs", '163'
"2024-12-31 22:48:06", "101", "B;DcQ7mQ", '35'
"2024-12-31 22:48:21", "58", "B;]s7gOs", '5'
"2024-12-31 22:48:21", "1", "B;D]4QQ%", '93'
"2024-12-31 22:48:28", "104", "B;DrmQgQ", '167'
"2024-12-31 22:48:31", "138", "B;]gwmgg", '73'
"2024-12-31 22:48:31", "11", "B;DngQws", '45'
"2024-12-31 22:48:35", "104", "9;DLQ47O", '160'
"2024-12-31 22:48:44", "1", "B;DrQQs4", '23'
"2024-12-31 22:48:46", "58", "B;;7gO", '5'
"2024-12-31 22:49:04", "78", "B;DngQws", '45'
"2024-12-31 22:49:04", "78", "B;DngQws", '45'
"2024-12-31 22:49:07", "112", "B;D]4QQ%", '93'
"2024-12-31 22:49:17", "114", "B;Dzgg7%", '43'
"2024-12-31 22:49:23", "104", "", '167'
"2024-12-31 22:49:26", "56", "B;]OQOsO", '62'
"2024-12-31 22:49:31", "66", "B;g@77:", '4'
"2024-12-31 22:49:31", "37", "B;DLQ47O", '160'
"2024-12-31 22:49:46", "143", "B;D%s%7s", '68'
"2024-12-31 22:49:50", "66", "B;g@77:", '4'
"2024-12-31 22:49:50", "58", "B;D#7s%%", '47'
"2024-12-31 22:50:17", "61", "B;D7ws47", '107'
"2024-12-31 22:50:20", "74", "B;D3O%4s", '100'
"2024-12-31 22:50:21", "134", "B;D3g47Q", '20'
"2024-12-31 22:50:22", "83", "B;OKzs", '77'
"2024-12-31 22:50:23", "54", "B;DLm77Q", '79'
"2024-12-31 22:50:24", "152", "B;D3O4s", '100'
"2024-12-31 22:50:27", "78", "B;DngQws", '45'
"2024-12-31 22:50:33", "134", "B;D3g47Q", '20'
"2024-12-31 22:50:35", "74", "B;D3O%4s", '100'
"2024-12-31 22:50:38", "152", "B;D3O%4s", '100'
"2024-12-31 22:50:47", "30", "B;DDQOm4", '22'
"2024-12-31 22:50:52", "135", "B;D74%gs", '68'
"2024-12-31 22:51:04", "9", "B;DOs4sm", '112'
"2024-12-31 22:51:10", "95", "B;DcQ7mQ", '35'
"2024-12-31 22:51:31", "10", "B;DngQws", '45'
"2024-12-31 22:51:32", "16", "B;D3O%4s", '100'
"2024-12-31 22:51:34", "10", "B;DngQws", '45'
"2024-12-31 22:51:39", "15", "B;Q#;w4", '110'
"2024-12-31 22:51:45", "68", "B;]*O*OQ", '74'
"2024-12-31 22:51:46", "68", "B;]*O*OQ", '74'
"2024-12-31 22:51:55", "9", "B;DEmOQ4", '166'
"2024-12-31 22:51:59", "98", "B;7Q;#g", '148'
"2024-12-31 22:52:07", "52", "B;DDQOm4", '22'
"2024-12-31 22:52:09", "37", "B;]s7gOs", '5'
"2024-12-31 22:52:21", "52", "B;DDQOm4", '22'
"2024-12-31 22:52:33", "64", "B;D3g47Q", '20'
"2024-12-31 22:52:43", "95", "B;DcQ7mQ", '35'
"2024-12-31 22:52:44", "29", "B;DrmQgQ", '167'
"2024-12-31 22:52:47", "19", "B;]OQOsO", '62'
"2024-12-31 22:52:51", "15", "B;DKmQgQ", '167'
"2024-12-31 22:52:54", "95", "B;D#7s%%", '47'
"2024-12-31 22:52:55", "15", "kIQ#QO4", '110'
"2024-12-31 22:52:57", "77", "B;D3O%4s", '100'
"2024-12-31 22:53:04", "10", "B;DngQws", '45'
"2024-12-31 22:53:08", "10", "B;DgQw", '45'
"2024-12-31 22:53:11", "10", "B;DngQws", '45'
"2024-12-31 22:53:15", "99", "B;]*O*OQ", '74'
"2024-12-31 22:53:22", "37", "B;Dzgg7%", '43'
"2024-12-31 22:53:26", "74", "BDD>4*m4", '72'
"2024-12-31 22:53:27", "14", "B;D74%gs", '68'
"2024-12-31 22:53:39", "110", "B;r*%QOs", '163'
"2024-12-31 22:53:46", "53", "B;DO%OO*", '65'
"2024-12-31 22:54:05", "15", "B;D]m%m4", '124'
"2024-12-31 22:54:09", "64", "B;D3g47Q", '20'
"2024-12-31 22:54:14", "114", "B;D]Qg%Q", '167'
"2024-12-31 22:54:15", "91", "B;DrQQs4", '23'
"2024-12-31 22:54:22", "33", "B;DLQ47O", '160'
"2024-12-31 22:54:25", "98", "B;7Q;#g", '148'
"2024-12-31 22:54:27", "77", "B;DG7gQO", '71'
"2024-12-31 22:54:29", "56", "B;DcQ7mQ", '35'
