@attribute InvoiceDate string
@attribute StockCode string
@attribute CustomerID string
@attribute Country string
@attribute InvoiceNo stringlabel

@data
"2010-12-01 08:45:00.849000", "22326", "12583", "France", '536370'
"2010-12-01 08:45:00.925000", "21883", "12583", "France", '536370'
"2010-12-01 08:45:01.582000", "22728", "12583", "France", '536370'
"2010-12-01 08:45:02.091000", "22900", "12583", "France", '536370'
"2010-12-01 08:45:02.678000", "22629", "12583", "France", '536370'
"2010-12-01 08:45:02.709000", "22661", "12583", "France", '536370'
"2010-12-01 08:45:03.563000", "21724", "12583", "France", '536370'
"2010-12-01 08:45:03.744000", "10002", "12583", "France", '536370'
"2010-12-01 08:45:04.153000", "22631", "12583", "France", '536370'
"2010-12-01 08:45:04.175000", "21791", "12583", "France", '536370'
"2010-12-01 08:45:04.214000", "22726", "12583", "France", '536370'
"2010-12-01 08:45:04.253000", "21731", "12583", "France", '536370'
"2010-12-01 08:45:04.306000", "22492", "12583", "France", '536370'
"2010-12-01 08:45:04.390000", "22544", "12583", "France", '536370'
"2010-12-01 08:45:04.648000", "POST", "12583", "France", '536370'
"2010-12-01 08:45:04.929000", "22727", "12583", "France", '536370'
"2010-12-01 08:45:04.966000", "22540", "12583", "France", '536370'
"2010-12-01 09:00:00", "22086", "13748", "United Kingdom", '536371'
"2010-12-01 09:01:02.471000", "22633", "17850", "United Kingdom", '536372'
"2010-12-01 09:01:03.042000", "22632", "17850", "United Kingdom", '536372'
"2010-12-01 09:02:00.007000", "21871", "17850", "United Kingdom", '536373'
"2010-12-01 09:02:00.021000", "84029G", "17850", "United Kingdom", '536373'
"2010-12-01 09:02:00.346000", "21071", "17850", "United Kingdom", '536373'
"2010-12-01 09:02:00.593000", "20679", "17850", "United Kingdom", '536373'
"2010-12-01 09:02:00.747000", "82483", "17850", "United Kingdom", '536373'
"2010-12-01 09:02:01.747000", "84029E", "17850", "United Kingdom", '536373'
"2010-12-01 09:02:03.035000", "82482", "17850", "United Kingdom", '536373'
"2010-12-01 09:02:03.460000", "37370", "17850", "United Kingdom", '536373'
"2010-12-01 09:02:03.478000", "82494L", "17850", "United Kingdom", '536373'
"2010-12-01 09:02:03.539000", "21068", "17850", "United Kingdom", '536373'
"2010-12-01 09:02:03.727000", "85123A", "17850", "United Kingdom", '536373'
"2010-12-01 09:02:03.780000", "82486", "17850", "United Kingdom", '536373'
"2010-12-01 09:02:03.871000", "22752", "17850", "United Kingdom", '536373'
"2010-12-01 09:02:03.956000", "71053", "17850", "United Kingdom", '536373'
"2010-12-01 09:02:04.518000", "21730", "17850", "United Kingdom", '536373'
"2010-12-01 09:02:04.855000", "84406B", "17850", "United Kingdom", '536373'
"2010-12-01 09:09:00", "21258", "15100", "United Kingdom", '536374'
"2010-12-01 09:32:00.183000", "37370", "17850", "United Kingdom", '536375'
"2010-12-01 09:32:00.251000", "82494L", "17850", "United Kingdom", '536375'
"2010-12-01 09:32:00.575000", "84029E", "17850", "United Kingdom", '536375'
"2010-12-01 09:32:00.915000", "85123A", "17850", "United Kingdom", '536375'
"2010-12-01 09:32:01.281000", "21071", "17850", "United Kingdom", '536375'
"2010-12-01 09:32:01.737000", "20679", "17850", "United Kingdom", '536375'
"2010-12-01 09:32:01.912000", "21733", "15291", "United Kingdom", '536376'
"2010-12-01 09:32:02.378000", "84406B", "17850", "United Kingdom", '536375'
"2010-12-01 09:32:02.384000", "84029G", "17850", "United Kingdom", '536375'
"2010-12-01 09:32:02.612000", "82482", "17850", "United Kingdom", '536375'
"2010-12-01 09:32:02.633000", "21068", "17850", "United Kingdom", '536375'
"2010-12-01 09:32:03.098000", "21871", "17850", "United Kingdom", '536375'
"2010-12-01 09:32:03.140000", "21730", "17850", "United Kingdom", '536375'
"2010-12-01 09:32:04.132000", "82483", "17850", "United Kingdom", '536375'
"2010-12-01 09:32:04.154000", "71053", "17850", "United Kingdom", '536375'
"2010-12-01 09:32:04.288000", "82486", "17850", "United Kingdom", '536375'
"2010-12-01 09:32:04.379000", "22114", "15291", "United Kingdom", '536376'
"2010-12-01 09:32:04.427000", "22752", "17850", "United Kingdom", '536375'
"2010-12-01 09:34:01.839000", "22632", "17850", "United Kingdom", '536377'
"2010-12-01 09:34:03.869000", "22633", "17850", "United Kingdom", '536377'
"2010-12-01 09:37:00.886000", "21212", "14688", "United Kingdom", '536378'
"2010-12-01 09:37:00.901000", "85071B", "14688", "United Kingdom", '536378'
"2010-12-01 09:37:00.929000", "21559", "14688", "United Kingdom", '536378'
"2010-12-01 09:37:01.367000", "21931", "14688", "United Kingdom", '536378'
"2010-12-01 09:37:01.518000", "21975", "14688", "United Kingdom", '536378'
"2010-12-01 09:37:01.781000", "20725", "14688", "United Kingdom", '536378'
"2010-12-01 09:37:01.833000", "21033", "14688", "United Kingdom", '536378'
"2010-12-01 09:37:02.507000", "84997B", "14688", "United Kingdom", '536378'
"2010-12-01 09:37:02.834000", "85183B", "14688", "United Kingdom", '536378'
"2010-12-01 09:37:02.888000", "21094", "14688", "United Kingdom", '536378'
"2010-12-01 09:37:03.233000", "22386", "14688", "United Kingdom", '536378'
"2010-12-01 09:37:04.046000", "21977", "14688", "United Kingdom", '536378'
"2010-12-01 09:37:04.213000", "21929", "14688", "United Kingdom", '536378'
"2010-12-01 09:37:04.400000", "84519A", "14688", "United Kingdom", '536378'
"2010-12-01 09:37:04.524000", "84997C", "14688", "United Kingdom", '536378'
"2010-12-01 09:37:04.745000", "85099C", "14688", "United Kingdom", '536378'
"2010-12-01 09:37:04.842000", "84991", "14688", "United Kingdom", '536378'
"2010-12-01 09:37:04.889000", "20723", "14688", "United Kingdom", '536378'
"2010-12-01 09:37:04.963000", "22352", "14688", "United Kingdom", '536378'
"2010-12-01 09:41:00.021000", "37444A", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:00.050000", "15056N", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:00.192000", "47580", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:00.243000", "21672", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:00.245000", "22771", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:00.273000", "22719", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:00.599000", "15056BL", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:00.656000", "22139", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:00.936000", "84832", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:01.068000", "22778", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:01.072000", "D", "14527", "United Kingdom", 'C536379'
"2010-12-01 09:41:01.216000", "22261", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:01.331000", "21166", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:01.428000", "22086", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:01.509000", "22262", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:02.065000", "22176", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:02.114000", "21731", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:02.280000", "71270", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:02.449000", "21175", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:02.508000", "22646", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:02.529000", "22774", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:02.622000", "22961", "17809", "United Kingdom", '536380'
"2010-12-01 09:41:02.978000", "21934", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:03.051000", "22083", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:03.114000", "21169", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:03.301000", "22637", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:03.379000", "84854", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:03.506000", "71270", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:03.599000", "21533", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:03.665000", "82567", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:03.896000", "21523", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:04.180000", "22411", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:04.210000", "22438", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:04.407000", "84971S", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:04.703000", "21557", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:04.748000", "22644", "15311", "United Kingdom", '536381'
"2010-12-01 09:41:04.946000", "37444C", "15311", "United Kingdom", '536381'
"2010-12-01 09:45:00.201000", "22926", "16098", "United Kingdom", '536382'
"2010-12-01 09:45:00.839000", "21832", "16098", "United Kingdom", '536382'
"2010-12-01 09:45:01.151000", "21912", "16098", "United Kingdom", '536382'
"2010-12-01 09:45:01.562000", "22838", "16098", "United Kingdom", '536382'
"2010-12-01 09:45:01.603000", "10002", "16098", "United Kingdom", '536382'
"2010-12-01 09:45:01.845000", "22839", "16098", "United Kingdom", '536382'
"2010-12-01 09:45:01.914000", "22381", "16098", "United Kingdom", '536382'
"2010-12-01 09:45:02.167000", "22411", "16098", "United Kingdom", '536382'
"2010-12-01 09:45:03.115000", "22726", "16098", "United Kingdom", '536382'
"2010-12-01 09:45:03.792000", "22798", "16098", "United Kingdom", '536382'
"2010-12-01 09:45:04.056000", "22379", "16098", "United Kingdom", '536382'
"2010-12-01 09:45:04.708000", "22783", "16098", "United Kingdom", '536382'
"2010-12-01 09:49:00", "35004C", "15311", "United Kingdom", 'C536383'
"2010-12-01 09:53:00.492000", "22464", "18074", "United Kingdom", '536384'
"2010-12-01 09:53:00.800000", "22427", "18074", "United Kingdom", '536384'
"2010-12-01 09:53:00.922000", "22424", "18074", "United Kingdom", '536384'
"2010-12-01 09:53:00.926000", "21340", "18074", "United Kingdom", '536384'
"2010-12-01 09:53:00.978000", "22469", "18074", "United Kingdom", '536384'
"2010-12-01 09:53:01.222000", "22224", "18074", "United Kingdom", '536384'
"2010-12-01 09:53:01.812000", "84755", "18074", "United Kingdom", '536384'
"2010-12-01 09:53:01.964000", "22457", "18074", "United Kingdom", '536384'
"2010-12-01 09:53:02.168000", "21324", "18074", "United Kingdom", '536384'
"2010-12-01 09:53:03.289000", "22189", "18074", "United Kingdom", '536384'
"2010-12-01 09:53:03.677000", "82484", "18074", "United Kingdom", '536384'
"2010-12-01 09:53:04.659000", "22470", "18074", "United Kingdom", '536384'
"2010-12-01 09:53:04.852000", "22428", "18074", "United Kingdom", '536384'
"2010-12-01 09:56:00.530000", "22960", "17420", "United Kingdom", '536385'
"2010-12-01 09:56:00.636000", "22663", "17420", "United Kingdom", '536385'
"2010-12-01 09:56:00.638000", "22783", "17420", "United Kingdom", '536385'
"2010-12-01 09:56:01.127000", "22961", "17420", "United Kingdom", '536385'
"2010-12-01 09:56:02.695000", "22168", "17420", "United Kingdom", '536385'
"2010-12-01 09:56:04.215000", "22662", "17420", "United Kingdom", '536385'
"2010-12-01 09:56:04.716000", "85049A", "17420", "United Kingdom", '536385'
"2010-12-01 09:57:00.450000", "85099C", "16029", "United Kingdom", '536386'
"2010-12-01 09:57:00.810000", "85099B", "16029", "United Kingdom", '536386'
"2010-12-01 09:57:02.622000", "84880", "16029", "United Kingdom", '536386'
"2010-12-01 09:58:00.170000", "22466", "16029", "United Kingdom", '536387'
"2010-12-01 09:58:01.457000", "22780", "16029", "United Kingdom", '536387'
"2010-12-01 09:58:01.991000", "79321", "16029", "United Kingdom", '536387'
"2010-12-01 09:58:02.878000", "22779", "16029", "United Kingdom", '536387'
"2010-12-01 09:58:02.904000", "21731", "16029", "United Kingdom", '536387'
"2010-12-01 09:59:00.092000", "22922", "16250", "United Kingdom", '536388'
"2010-12-01 09:59:00.391000", "21755", "16250", "United Kingdom", '536388'
"2010-12-01 09:59:00.472000", "21754", "16250", "United Kingdom", '536388'
"2010-12-01 09:59:01.837000", "22969", "16250", "United Kingdom", '536388'
"2010-12-01 09:59:01.961000", "22242", "16250", "United Kingdom", '536388'
"2010-12-01 09:59:02.154000", "21523", "16250", "United Kingdom", '536388'
"2010-12-01 09:59:02.485000", "21363", "16250", "United Kingdom", '536388'
"2010-12-01 09:59:02.977000", "21115", "16250", "United Kingdom", '536388'
"2010-12-01 09:59:03.302000", "22318", "16250", "United Kingdom", '536388'
"2010-12-01 09:59:03.475000", "22915", "16250", "United Kingdom", '536388'
"2010-12-01 09:59:03.632000", "21411", "16250", "United Kingdom", '536388'
"2010-12-01 09:59:04.084000", "22464", "16250", "United Kingdom", '536388'
"2010-12-01 09:59:04.495000", "22469", "16250", "United Kingdom", '536388'
"2010-12-01 09:59:04.869000", "22923", "16250", "United Kingdom", '536388'
"2010-12-01 10:03:00.103000", "22726", "12431", "Australia", '536389'
"2010-12-01 10:03:00.824000", "21791", "12431", "Australia", '536389'
"2010-12-01 10:03:00.911000", "85014B", "12431", "Australia", '536389'
"2010-12-01 10:03:01.327000", "22195", "12431", "Australia", '536389'
"2010-12-01 10:03:01.878000", "22727", "12431", "Australia", '536389'
"2010-12-01 10:03:02.246000", "22196", "12431", "Australia", '536389'
"2010-12-01 10:03:02.557000", "35004C", "12431", "Australia", '536389'
"2010-12-01 10:03:02.637000", "22192", "12431", "Australia", '536389'
"2010-12-01 10:03:03.716000", "22193", "12431", "Australia", '536389'
"2010-12-01 10:03:03.730000", "22941", "12431", "Australia", '536389'
"2010-12-01 10:03:03.926000", "21622", "12431", "Australia", '536389'
"2010-12-01 10:03:04.211000", "22191", "12431", "Australia", '536389'
"2010-12-01 10:03:04.616000", "85014A", "12431", "Australia", '536389'
"2010-12-01 10:03:04.642000", "35004G", "12431", "Australia", '536389'
"2010-12-01 10:19:00.082000", "22960", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:00.234000", "22197", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:00.597000", "22941", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:01.057000", "84029G", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:01.188000", "21786", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:01.198000", "20668", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:01.483000", "22968", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:01.795000", "22654", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:02.117000", "21485", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:02.266000", "22910", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:02.455000", "84030E", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:02.490000", "22198", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:02.764000", "85099B", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:02.812000", "22962", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:03.031000", "22961", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:03.346000", "21080", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:03.444000", "21533", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:03.499000", "22969", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:03.753000", "21086", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:03.875000", "22174", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:03.904000", "21094", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:03.909000", "84970S", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:04.102000", "22963", "17511", "United Kingdom", '536390'
"2010-12-01 10:19:04.346000", "85123A", "17511", "United Kingdom", '536390'
"2010-12-01 10:24:00.434000", "22557", "17548", "United Kingdom", 'C536391'
"2010-12-01 10:24:00.686000", "22556", "17548", "United Kingdom", 'C536391'
"2010-12-01 10:24:01.879000", "21484", "17548", "United Kingdom", 'C536391'
"2010-12-01 10:24:02.235000", "21983", "17548", "United Kingdom", 'C536391'
"2010-12-01 10:24:03.235000", "21980", "17548", "United Kingdom", 'C536391'
"2010-12-01 10:24:03.305000", "22553", "17548", "United Kingdom", 'C536391'
"2010-12-01 10:24:04.452000", "21984", "17548", "United Kingdom", 'C536391'
"2010-12-01 10:29:00.423000", "22827", "13705", "United Kingdom", '536392'
"2010-12-01 10:29:01.424000", "22338", "13705", "United Kingdom", '536392'
"2010-12-01 10:29:02.114000", "22128", "13705", "United Kingdom", '536392'
"2010-12-01 10:29:02.451000", "21889", "13705", "United Kingdom", '536392'
"2010-12-01 10:29:02.453000", "22502", "13705", "United Kingdom", '536392'
"2010-12-01 10:29:02.596000", "22127", "13705", "United Kingdom", '536392'
"2010-12-01 10:29:02.756000", "84879", "13705", "United Kingdom", '536392'
"2010-12-01 10:29:04.094000", "21891", "13705", "United Kingdom", '536392'
"2010-12-01 10:29:04.252000", "22619", "13705", "United Kingdom", '536392'
"2010-12-01 10:29:04.410000", "22150", "13705", "United Kingdom", '536392'
"2010-12-01 10:37:00", "22180", "13747", "United Kingdom", '536393'
"2010-12-01 10:39:00.973000", "22633", "13408", "United Kingdom", '536394'
"2010-12-01 10:39:00.999000", "21506", "13408", "United Kingdom", '536394'
"2010-12-01 10:39:01.014000", "21485", "13408", "United Kingdom", '536394'
"2010-12-01 10:39:01.174000", "85152", "13408", "United Kingdom", '536394'
"2010-12-01 10:39:01.545000", "85123A", "13408", "United Kingdom", '536394'
"2010-12-01 10:39:01.603000", "22652", "13408", "United Kingdom", '536394'
"2010-12-01 10:39:01.632000", "22866", "13408", "United Kingdom", '536394'
"2010-12-01 10:39:03.364000", "22865", "13408", "United Kingdom", '536394'
"2010-12-01 10:39:03.515000", "22632", "13408", "United Kingdom", '536394'
"2010-12-01 10:39:04.088000", "22558", "13408", "United Kingdom", '536394'
"2010-12-01 10:39:04.375000", "22349", "13408", "United Kingdom", '536394'
"2010-12-01 10:47:00.136000", "21314", "13767", "United Kingdom", '536395'
"2010-12-01 10:47:00.341000", "21977", "13767", "United Kingdom", '536395'
"2010-12-01 10:47:00.726000", "22730", "13767", "United Kingdom", '536395'
"2010-12-01 10:47:00.842000", "22188", "13767", "United Kingdom", '536395'
"2010-12-01 10:47:00.894000", "22726", "13767", "United Kingdom", '536395'
"2010-12-01 10:47:01.223000", "22866", "13767", "United Kingdom", '536395'
"2010-12-01 10:47:01.526000", "21212", "13767", "United Kingdom", '536395'
"2010-12-01 10:47:02.017000", "84991", "13767", "United Kingdom", '536395'
"2010-12-01 10:47:03.021000", "21484", "13767", "United Kingdom", '536395'
"2010-12-01 10:47:03.933000", "22729", "13767", "United Kingdom", '536395'
"2010-12-01 10:47:04.282000", "22114", "13767", "United Kingdom", '536395'
"2010-12-01 10:47:04.661000", "22867", "13767", "United Kingdom", '536395'
"2010-12-01 10:47:04.791000", "84879", "13767", "United Kingdom", '536395'
"2010-12-01 10:47:04.814000", "22727", "13767", "United Kingdom", '536395'
"2010-12-01 10:51:00.250000", "22752", "17850", "United Kingdom", '536396'
"2010-12-01 10:51:00.585000", "22803", "17850", "United Kingdom", '536396'
"2010-12-01 10:51:00.797000", "21071", "17850", "United Kingdom", '536396'
"2010-12-01 10:51:00.821000", "71053", "17850", "United Kingdom", '536396'
"2010-12-01 10:51:01.156000", "21068", "17850", "United Kingdom", '536396'
"2010-12-01 10:51:02.251000", "84406B", "17850", "United Kingdom", '536396'
"2010-12-01 10:51:02.428000", "82486", "17850", "United Kingdom", '536396'
"2010-12-01 10:51:02.709000", "37370", "17850", "United Kingdom", '536396'
"2010-12-01 10:51:02.945000", "20679", "17850", "United Kingdom", '536396'
"2010-12-01 10:51:03.138000", "84029G", "17850", "United Kingdom", '536396'
"2010-12-01 10:51:03.277000", "21871", "17850", "United Kingdom", '536396'
"2010-12-01 10:51:03.673000", "82494L", "17850", "United Kingdom", '536396'
"2010-12-01 10:51:03.936000", "84029E", "17850", "United Kingdom", '536396'
"2010-12-01 10:51:03.946000", "82483", "17850", "United Kingdom", '536396'
"2010-12-01 10:51:03.982000", "15056BL", "17850", "United Kingdom", '536396'
"2010-12-01 10:51:04.063000", "35004B", "17924", "United Kingdom", '536397'
"2010-12-01 10:51:04.099000", "85123A", "17850", "United Kingdom", '536396'
"2010-12-01 10:51:04.383000", "21730", "17850", "United Kingdom", '536396'
"2010-12-01 10:51:04.564000", "35004C", "17924", "United Kingdom", '536397'
"2010-12-01 10:51:04.814000", "82482", "17850", "United Kingdom", '536396'
"2010-12-01 10:52:00.087000", "22633", "17850", "United Kingdom", '536399'
"2010-12-01 10:52:00.134000", "22632", "13448", "United Kingdom", '536398'
"2010-12-01 10:52:00.138000", "22632", "17850", "United Kingdom", '536399'
"2010-12-01 10:52:00.275000", "22637", "13448", "United Kingdom", '536398'
"2010-12-01 10:52:00.697000", "22752", "13448", "United Kingdom", '536398'
"2010-12-01 10:52:00.860000", "22111", "13448", "United Kingdom", '536398'
"2010-12-01 10:52:01.358000", "21232", "13448", "United Kingdom", '536398'
"2010-12-01 10:52:01.645000", "22468", "13448", "United Kingdom", '536398'
"2010-12-01 10:52:02.361000", "22865", "13448", "United Kingdom", '536398'
"2010-12-01 10:52:02.404000", "21980", "13448", "United Kingdom", '536398'
"2010-12-01 10:52:02.661000", "22114", "13448", "United Kingdom", '536398'
"2010-12-01 10:52:02.718000", "21479", "13448", "United Kingdom", '536398'
"2010-12-01 10:52:02.799000", "22064", "13448", "United Kingdom", '536398'
"2010-12-01 10:52:02.986000", "22835", "13448", "United Kingdom", '536398'
"2010-12-01 10:52:03.135000", "48185", "13448", "United Kingdom", '536398'
"2010-12-01 10:52:03.697000", "22866", "13448", "United Kingdom", '536398'
"2010-12-01 10:52:03.978000", "21844", "13448", "United Kingdom", '536398'
"2010-12-01 10:52:04.479000", "22449", "13448", "United Kingdom", '536398'
"2010-12-01 10:52:04.580000", "22112", "13448", "United Kingdom", '536398'
"2010-12-01 10:53:00", "22969", "13448", "United Kingdom", '536400'
"2010-12-01 11:21:00.012000", "22768", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:00.044000", "84030E", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:00.092000", "22068", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:00.460000", "21463", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:00.573000", "22961", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:00.606000", "84510A", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:00.650000", "21907", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:00.714000", "22441", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:00.749000", "20726", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:00.800000", "21587", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:00.955000", "17091A", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:01.008000", "84744", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:01.180000", "84509A", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:01.186000", "85123A", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:01.202000", "20963", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:01.235000", "84625C", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:01.405000", "20961", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:01.754000", "21464", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:01.784000", "22110", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:01.859000", "82483", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:01.913000", "22384", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:02.041000", "22851", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:02.152000", "22766", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:02.231000", "85150", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:02.234000", "20966", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:02.301000", "21033", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:02.402000", "22382", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:02.584000", "82578", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:02.690000", "20992", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:02.731000", "22117", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:02.755000", "22809", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:02.854000", "22502", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:03.006000", "21169", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:03.029000", "21122", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:03.038000", "20820", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:03.114000", "22549", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:03.165000", "22098", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:03.203000", "48129", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:03.220000", "22767", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:03.347000", "22467", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:03.367000", "47570B", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:03.415000", "22428", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:03.507000", "21744", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:03.650000", "20725", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:03.676000", "85049E", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:03.690000", "22662", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:03.723000", "82581", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:03.910000", "84625A", "15862", "United Kingdom", '536401'
"2010-12-01 11:21:03.933000", "22451", "15862", "United Kingdom", '536401'
